Tanggal,Media,Topik
27-Jan-21,Facebook Grup ICJ,Fasilitas mainan Taman Denggung
28-Jan-21,Twitter,Data NIK double
28-Jan-21,Facebook Pemkab Sleman,Permohonan BLT
28-Jan-21,Instagram,Layanan Surat PN Sleman
28-Jan-21,Instagram,Acara di cafe sampai malam jam 10.00 saat diberlakukan PTKM
28-Jan-21,Website,Permohonan PKH
28-Jan-21,Website,Jalan Berlubang
28-Jan-21,Lapor Sleman,Jalan Berlubang
28-Jan-21,Instagram,Prosedur pendaftaran NPWPD
29-Jan-21,Lapor Sleman,Sampah Dibuang Ke Saluran Irigasi
29-Jan-21,Lapor Sleman,Aduan Pembuangan Sampah Sembarangan
29-Jan-21,Instagram,Jamaagh masjid tidak menerapkan Prokes saat diberlakukan PTKM
29-Jan-21,Facebook Grup ICJ,APILL Perempatan demak ijo mati
29-Jan-21,Twitter,Pelanggaran Protokol kesehatan saat PTKM
29-Jan-21,SMS Hotline,Permohonan bibit tanaman cabe rawit
29-Jan-21,Website,Pembuangan bongkahan pengerukan aspal lama
29-Jan-21,Lapor Sleman,Parkir Di Jalan Umum
29-Jan-21,Lapor Sleman,Protokol Kesehatan Masjid Al Ikhlas Salakan Kurang Diperhatikan saat diberlakukan PTKM
29-Jan-21,Lapor Sleman,Bongkar Muat Metro Kampus Jalan Babarsari Mengganggu Arus Lalu Lintas
29-Jan-21,Lapor Sleman,Cafe Relasi Di Perumahan Pogung Baru buka sampai malam saat diberlakukan PTKM
29-Jan-21,Instagram,Anak pasien covid-19 yang terpapar bebas keluar masuk rumah
29-Jan-21,Facebook Grup ICJ,Wisata tebing breksi mahal
30-Jan-21,Twitter,Pelathan BLK
30-Jan-21,Twitter,LPJU mati
30-Jan-21,Website,Pembakaran sampah
30-Jan-21,Lapor Sleman,Kurangnya Penataan Psbb
30-Jan-21,Lapor Sleman,Dugaan Pelanggaran Prokes Masa PSBB / PTKM
30-Jan-21,Instagram,Wisata tebing breksi mahal
30-Jan-21,Instagram,Data anak yang tepapar covid - 19
30-Jan-21,Instagram,Pecel lele banyak pengunjung makan ditempat melebihi jam yang diatur saat PTKM
31-Jan-21,Lapor Sleman,Penumpukan Sampah
31-Jan-21,Website,Aliran PDAM mati
31-Jan-21,Instagram,Tes Swab bagi keluarga anggota keluarganya ada yang terpapar
31-Jan-21,Instagram,Kerumunan saat diberlakukan PTKM
31-Jan-21,Instagram,Jam operasional toko saat diberlakukan PTKM
31-Jan-21,Instagram,Jaringan PLN
31-Jan-21,Instagram,Salon
31-Jan-21,Instagram,Kerumunan di angkringan sampai malam saat diberlakukan PTKM
1-Feb-21,Instagram,DAM sungai opak jebol
1-Feb-21,Lapor Sleman,Protokol Kesehatan Masjid Al Ikhlas Salakan Kurang Diperhatikan saat diberlakukan PTKM
1-Feb-21,Lapor Sleman,Material Urug
1-Feb-21,Lapor Sleman,Gorong Gorong Ambles
1-Feb-21,Lapor Sleman,DATA ALAMAT DUKCAPIL TIDAK SESUAI DENGAN DATA KARTU KELUARGA & EKTP TERBARU
1-Feb-21,Instagram,Sinkronisasi data kependudukan
1-Feb-21,Facebook Pemkab Sleman,Perusahaan parbik
1-Feb-21,Instagram,Perpanjangan SIM
1-Feb-21,Instagram,Pelayanan online Dukcapil
2-Feb-21,Instagram,Data kematian sebelum dan sesudah covid-19
2-Feb-21,Instagram,Medsos BKAD
2-Feb-21,Twitter,Pelayanan online Dukcapil
2-Feb-21,Instagram,APILL mati
2-Feb-21,Lapor Sleman,TANYA PEMBUATAN SERTIFIKAT TANAH/PEMUTIHAN GRATIS DI MAGUWO
2-Feb-21,Instagram,Pengerjaan di jalan utama nologaten
2-Feb-21,Instagram,SK Gubernur tanggap darurat
2-Feb-21,Facebook Pemkab Sleman,Jalan banyak rumput
2-Feb-21,Lapor Sleman,Pengaduan Razia Saat PTKM oleh Satpol PP Bantul di wilayah Sleman
2-Feb-21,Twitter,Permohonan IMB
3-Feb-21,Lapor Sleman,Jalan Berlubang Timur Gejayan
3-Feb-21,Instagram,Genose di layanan kesehatan kabupaten sleman
3-Feb-21,Facebook Pemkab Sleman,Keluarga sedang isolasi mandiri dan tidak ada bantuan kebutuhan pokok
3-Feb-21,Instagram,Pembuatan akta kelahiran untuk anak usia di atas 5 tahun
3-Feb-21,Facebook Pemkab Sleman,Pohon perindang menjorok ke dalam kantor
3-Feb-21,Lapor Sleman,Kerusakan Jalan Yang Berbahaya.
3-Feb-21,Lapor Sleman,Tidak Patuh PTKM Dan Mengganggu Ketentraman Masyarakat
3-Feb-21,Website,Protes mengenai kebijakan dan penindakan bagi rumah makan pelanggar PTKM
3-Feb-21,Twitter,The Lost World Castle Tetap Buka meski Merapi Semburkan Awan Panas
3-Feb-21,Instagram,Pembuatan KK baru
3-Feb-21,Instagram,Keluarga sedang isolasi mandiri dan tidak ada bantuan kebutuhan pokok
3-Feb-21,Instagram,Pembuatan KK baru
3-Feb-21,Instagram,Salurna drainase tersumbat
3-Feb-21,Instagram,TK akan melakukan sekolah offline
4-Feb-21,Instagram,Drainase underpass kentungan jeblong
4-Feb-21,Instagram,Akun medsos dukcapil;
4-Feb-21,Instagram,Perbaikan data kependudukan
4-Feb-21,Lapor Sleman,Jalan Ambles
4-Feb-21,Lapor Sleman,Proses Pembuatan Akta Kelahiran Anak Dan Pembaharuan KK
4-Feb-21,Lapor Sleman,Ledakan Jaringan Sekring
5-Feb-21,Lapor Sleman,Nama Mengandung Tanda Baca Saat Pengajuan Online Akta Kelahiran Dan KK
5-Feb-21,Twitter,Pemberlakuan PTKM di Sleman
5-Feb-21,Website,Bengkel Las Depan Rumah Yang Mengganggu Karena Membuat Bising
5-Feb-21,Lapor Sleman,Dugaan Pelanggaran Psbb
5-Feb-21,Instagram,Jamaah jumatan tidak patuh prokes
5-Feb-21,Instagram,Solusi bagi warung yang terkena sanksi dari Satpol PP
5-Feb-21,Instagram,Prosedur pindah penduduk keluar
5-Feb-21,Instagram,Akta lahir
5-Feb-21,Instagram,Pohon perindang berbahaya
5-Feb-21,Instagram,Rumah makan tidak menerapkan prokes
5-Feb-21,Instagram,Pemberlakuan PTKM di Sleman
6-Feb-21,Lapor Sleman,Pengajuan Pemberdayaan Masyarakat Lewat BUDIKDAMBER
6-Feb-21,Lapor Sleman,Mengajukan Internet Gratis Untuk Warga Sekolah Di Dusun Karangjenjem Sardonoharjo Ngaglik
6-Feb-21,Facebook Pemkab Sleman,Prosedur Penelitian secara Online Menggunakan Google form atau alat sejenis di dinas kabupaten sleman
6-Feb-21,Lapor Sleman,Banjir Di Jl. Cangkringan Kalasan Sleman
6-Feb-21,Instagram,Lowongan kerja
6-Feb-21,Instagram,Pelayanan swab antigen di puskesmas
6-Feb-21,Instagram,Pohon perindang di area universitas
6-Feb-21,Instagram,Prosedur perbaikan data pada akta lahir
6-Feb-21,Instagram,Pemberlakuan PTKM di Sleman
6-Feb-21,Instagram,Kerumunan sampai malam saat diberlakukan PTKM
7-Feb-21,Lapor Sleman,PjU Perempatan Munggur Keutara Mati
7-Feb-21,Lapor Sleman,Izin Usaha/izin Lokasi & Ijin Pengolahan Limbah Plastik
7-Feb-21,Lapor Sleman,Jalan Berlubang
7-Feb-21,Lapor Sleman,Tidak Taat PTKM Dan Mengganggu Kenyamanan Warga
7-Feb-21,Twitter,PJU Mati
7-Feb-21,Facebook Pemkab Sleman,Jalan ambles
7-Feb-21,Instagram,Tarif parkir mahal
7-Feb-21,Instagram,Data APBD tahun 2018-2021
7-Feb-21,Instagram,Pemeriksaan bagi keluarga pasien yang positif
8-Feb-21,Facebook Pemkab Sleman,Pelanggaran Prokes Jamaah Masjid
8-Feb-21,Email,Lowongan kerja
8-Feb-21,Instagram,PJU mati
8-Feb-21,Instagram,Buku Nikah hilang
8-Feb-21,Instagram,Kendala saat mengisi NIK pada pelayanan online Dukcapil
8-Feb-21,Instagram,Permohonan penandatanganan pembuatan WA bot
8-Feb-21,Website,Bantuan bagi keluarga pasien covid -19
8-Feb-21,Website,Bangunan liar dan dijadikan tempat berkumpul sampai malam
8-Feb-21,Lapor Sleman,Membakar Sampah Tiap Hari
8-Feb-21,Twitter,Data covid - 19 setelah diberlakukan PTKM
8-Feb-21,Twitter,Permohonan Jamkesda
8-Feb-21,Facebook Pemkab Sleman,PJU mati
8-Feb-21,Instagram,Data covid - 19 setelah diberlakukan PTKM
8-Feb-21,Instagram,Data NIK hilang di aplikasi
8-Feb-21,Instagram,Kebijakan jam operasioanl mall yang semakin memberi celah
8-Feb-21,Instagram,Pindah Kependudukan
9-Feb-21,Lapor Sleman,Lurah Ngemplak Mempersulit Penerbitan Petik Letter C
9-Feb-21,Lapor Sleman,Pencemaran Limbah Berbau Sekali Akibat Tindakan Oplosan Minyak Ecer
9-Feb-21,Lapor Sleman,"Sudah Mengajukan Permohonan Online, Bisakah Mengurus Offline"
9-Feb-21,Website,Sinkronisasi data kependudukan
9-Feb-21,Twitter,Mesin cetak KTP rusak
9-Feb-21,Twitter,Perpanjang izin tenaga kerja asing
9-Feb-21,Instagram,Pendataan vaksinasi di lingkungan Pemda
9-Feb-21,Instagram,Mesin cetak KTP rusak
9-Feb-21,Facebook Pemkab Sleman,juklak untuk ketua RT dalam menerapkan PTKM mikro
9-Feb-21,Instagram,Syarat akta kelahiran untuk lansia
9-Feb-21,Instagram,Pendataan vaksinasi di lingkungan Pemda
10-Feb-21,Lapor.go.id,Pencemaran Limbah produksi Tempe
10-Feb-21,Twitter,Konfirmasi penanganan pasien covid - 19
10-Feb-21,Facebook Pemkab Sleman,Pemutihan PBB
10-Feb-21,Instagram,Pindak penduduk masuk
10-Feb-21,Instagram,kabel PJU kendor
10-Feb-21,Lapor.go.id,Permohonan Informasi : Peraturan/Keputusan Bupati Beserta Lampiran Standar Satuan Harga (SSH) / Standar Harga Tertinggi Kabupaten Sleman Tahun 2021
10-Feb-21,Twitter,Layanan akta online Dukcapil
11-Feb-21,Lapor Sleman,Ktp Rusak Dan Ganti Foto
11-Feb-21,Lapor Sleman,Pelanggaran PPKM Mikro Dan Mengganggu Ketentraman Warga
11-Feb-21,Website,Pembayaran retribusi parkir
11-Feb-21,Instagram,penggantian foto KTPel
11-Feb-21,Instagram,Keluarga pasien terkonfirmasi keluyuran keluar rumah
11-Feb-21,Twitter,Informasi mengenai jalan magelang
12-Feb-21,Lapor Sleman,Dampak Debu Dan Tanah Dari Proyek Gunung Gedang
12-Feb-21,Instagram,Hajatan saat masa diberlakukan PPKM Mikro
12-Feb-21,Instagram,Pendataan vaksinasi di lingkungan Pemda
12-Feb-21,Instagram,Pelaksaanaan sholat jumat saat diberlakukan PPKM
12-Feb-21,Instagram,Lowongan kerja
12-Feb-21,Twitter,Perbaikan Jalan nologaten
12-Feb-21,Twitter,Pendataan vaksinasi di lingkungan Pemda
13-Feb-21,Website,Bantuan bagi UMKM
13-Feb-21,Website,Bansos untuk Ibu Hamil
13-Feb-21,Instagram,Hajatan saat masa diberlakukan PPKM Mikro
13-Feb-21,Instagram,Kegiatan pembelajaran sekolah saat diberlakukan PPKM
13-Feb-21,Instagram,Jadwal SIM keliling
13-Feb-21,Twitter,PJU miring di kaliurang
14-Feb-21,Lapor Sleman,Penertiban
14-Feb-21,Lapor Sleman,Gorong Gorong Ambrol
14-Feb-21,Lapor Sleman,Platera Coffee Gaduh Teriak2 Musik Kencang
14-Feb-21,Website,Pelanggaran PPKM Mikro
14-Feb-21,Instagram,Pelanggaran aturan PPKM cafe
14-Feb-21,Instagram,Wisata klangon di buka
14-Feb-21,Instagram,Pemasangan tiang pull up di embung tambak boyo
14-Feb-21,Twitter,Perbaikan Jalan nologaten
15-Feb-21,Website,Pembuatan KTP hilang
15-Feb-21,Website,Pungutan liar ketua RT
15-Feb-21,Facebook Pemkab Sleman,Prosedur permohonan KTP hilang
15-Feb-21,Facebook Pemkab Sleman,Prosedur Akta Kematian
15-Feb-21,Twitter,Pembaruan KK
15-Feb-21,Twitter,Pindah datang penduduk dan pembuatan KK
15-Feb-21,Facebook Pemkab Sleman,Nomor kontak pengurus Pilkades Dinas PMD Sleman
16-Feb-21,Twitter,Pindah datang penduduk dan pembuatan KK
16-Feb-21,Instagram,Air PDAM keruh
16-Feb-21,Instagram,Moratorium hotel
16-Feb-21,Instagram,Pelayanan KIA
16-Feb-21,Instagram,Layanan Puskeswan
16-Feb-21,Lapor Sleman,Layanan KIA Puskesmas Sleman
16-Feb-21,Lapor Sleman,Oknum Puskesmas Sleman Melepas Masker
16-Feb-21,Lapor Sleman,Pindah datang
16-Feb-21,Twitter,Layanan online Dukcapil
17-Feb-21,Website,Jalan Rusak
17-Feb-21,Lapor Sleman,Jalan Rusak!!!
17-Feb-21,Lapor Sleman,PROKES Daerah Sleman Timur
17-Feb-21,Instagram,Sinkronisasi data kependudukan
17-Feb-21,Instagram,Sinkronisasi data kependudukan
17-Feb-21,Instagram,Informasi kontak puskeswan
17-Feb-21,Instagram,Jalan rusak
18-Feb-21,Website,Memelihara kucing dirusunawa
18-Feb-21,Lapor Sleman,Penghapusan Gelar Di Kartu Keluarga
18-Feb-21,Lapor Sleman,Membahayakan Keselamatan Pengendara
18-Feb-21,Lapor Sleman,KK Diambil Di MPP Sleman Atau Dicetak Sendiri
18-Feb-21,Lapor Sleman,Penggabungan KK Saya Dengan Suami
18-Feb-21,Instagram,Masa berlaku KIA
19-Feb-21,Lapor Sleman,Penyelenggaran Kegiatan Ulang Tahun Kepemudaan
19-Feb-21,Lapor Sleman,Pindah (Masuk Sleman)
19-Feb-21,Lapor Sleman,"Pemasangan Tiang Fiber Optic Ngawur, Tidak Ada Evaluasi, Banyak Yg Miring"
19-Feb-21,Lapor Sleman,Pohon Besar Di Pasar Tlagarejo
19-Feb-21,Website,Bansos PKH
19-Feb-21,Twitter,ganti status ktp
19-Feb-21,Instagram,Foto KTPel dapat diganti
19-Feb-21,Instagram,Sinkronisasi data
19-Feb-21,Facebook Pemkab Sleman,APILL mati
19-Feb-21,Instagram,Zonasi RT RW
19-Feb-21,Instagram,Zonasi RT RW
19-Feb-21,Instagram,Prosedur perubahan data kependudukan pada KK
20-Feb-21,Twitter,Jalan berlubang
20-Feb-21,Website,Sinkronisasi data kependudukan
20-Feb-21,Lapor Sleman,Vaksinasi Lansia
20-Feb-21,Lapor Sleman,Kerumunan Massa Di Lapangan Voli Sampai Larut Malam
20-Feb-21,Email,Penduduk masuk
20-Feb-21,Instagram,Informasi satgas covid - 19
20-Feb-21,Instagram,Masa Pemberlakuan PPKM Mikro
20-Feb-21,Instagram,Penggantian foto KTPel
20-Feb-21,Instagram,Perpanjang pemberlakuan PPKM
20-Feb-21,Instagram,Info Puskeswan
20-Feb-21,Instagram,Pendaftaran Vaksin untuk lansia
20-Feb-21,Instagram,Info grafis data zonasi RT RW
21-Feb-21,Website,Jalan Bergelombang.
21-Feb-21,Twitter,Mohon untuk dipasang PJU
21-Feb-21,Facebook Pemkab Sleman,Data pendatang saat pandemi covid - 19
21-Feb-21,Instagram,Laproan tidak siproses
21-Feb-21,Instagram,KTP hilang asal luar kota
21-Feb-21,Facebook Pemkab Sleman,Tebing breksi
21-Feb-21,Facebook Pemkab Sleman,Sinkronisasi data kependudukan
22-Feb-21,Website,Keberatan biayan BPJS
22-Feb-21,Instagram,Kontak Dukcapil
22-Feb-21,Lapor Sleman,Ubah Data KTP
22-Feb-21,Lapor Sleman,KK Belum Online
22-Feb-21,Website,Bantuan sosial
22-Feb-21,Instagram,Informasi magang untuk mahasiswa
23-Feb-21,Lapor Sleman,Kabel Jaringan Nglewer
23-Feb-21,Instagram,Pendaftaran Vaksin untuk lansia
23-Feb-21,Lapor Sleman,Menggabungkan KK Dan Update Pendidikan Terakhir
23-Feb-21,Lapor Sleman,E-ktp
23-Feb-21,Website,Air meluap ke jalan
23-Feb-21,Twitter,Syarat pengambilan KTPel
23-Feb-21,Twitter,Informasi pendaftaran Indonesia marketing association chapter Sleman
23-Feb-21,Twitter,Permohonan bantuan maskes dan handsanitizer
23-Feb-21,Instagram,Prosedur pindah datang
23-Feb-21,Instagram,Pembuatan Akta
23-Feb-21,Facebook Pemkab Sleman,WA Dukcapil
23-Feb-21,Facebook Pemkab Sleman,Prosedur cetak ulang KTPel
23-Feb-21,Instagram,Aduan tidak jelas
24-Feb-21,Instagram,Truk parkir di pinggir Jalan Magelang
24-Feb-21,Instagram,Jalan ring road ada genangan air
24-Feb-21,Lapor Sleman,Pindah Penduduk
24-Feb-21,Facebook Pemkab Sleman,KTPel rusak
24-Feb-21,Lapor Sleman,Skpwni
24-Feb-21,Lapor Sleman,PEMBUATAN AKTA KELAHIRAN
24-Feb-21,Twitter,Peraturan reklame
24-Feb-21,Twitter,Daftar vaksin untuk ASN
25-Feb-21,Lapor Sleman,Banguna Sekolah Berkapasitas Besar Di Zona Perumahan Kepadatan Tinggi
25-Feb-21,Website,Sewa kios di taman kuliner
25-Feb-21,Instagram,Kalender pendidikan
25-Feb-21,Facebook Pemkab Sleman,Pasar tempel
25-Feb-21,Facebook Pemkab Sleman,Aduan tidak jelas
25-Feb-21,Instagram,Informasi BPHTB
25-Feb-21,Instagram,Foto KTPel dapat diganti
25-Feb-21,Instagram,Lowongan kerja
26-Feb-21,Lapor Sleman,Website Simtarusleman
26-Feb-21,Instagram,Pendaftaran Vaksin untuk lansia
26-Feb-21,Website,Pendaftaran vaksin melalui link
26-Feb-21,Twitter,LPJU mati
26-Feb-21,Facebook Pemkab Sleman,Informasi transmigrasi
26-Feb-21,Facebook Pemkab Sleman,Alat USG di puskesmas
26-Feb-21,Facebook Pemkab Sleman,Informasi pengumpulan FC KTP
26-Feb-21,Instagram,Informasi masa jabatan Bupati
26-Feb-21,Instagram,Air meluap ke jalan
26-Feb-21,Instagram,Pendaftaran vaksin
26-Feb-21,Instagram,Pendaftaran vaksin
27-Feb-21,Lapor Sleman,Antrian Di Toko Fashion Story Jakal Km 13
27-Feb-21,Lapor Sleman,Disdukcapil Online Percuma
27-Feb-21,Lapor Sleman,Pohon Di Pasar Tlagarejo Membahayakan Rumah Sekitar
27-Feb-21,Twitter,Pendaftaran vaksin
27-Feb-21,Twitter,Pendaftaran vaksin
27-Feb-21,Instagram,Pendaftaran vaksin
27-Feb-21,Instagram,Kera di Kaliurang kelaparan
27-Feb-21,Instagram,Pendaftaran vaksin
27-Feb-21,Instagram,Pendaftaran vaksin
27-Feb-21,Instagram,Pendaftaran Vaksin
27-Feb-21,Twitter,Pendaftaran Vaksin
27-Feb-21,Twitter,Jam operasional Vaksin
27-Feb-21,Twitter,Pendaftaran Vaksin
27-Feb-21,Instagram,Pemetaan zonasi covid - 19 tingkat RT
27-Feb-21,Instagram,Pemetaan zonasi covid - 19 tingkat RT
27-Feb-21,Instagram,Pemetaan zonasi covid - 19 tingkat RT
27-Feb-21,Instagram,Pemetaan zonasi covid - 19 tingkat RT
27-Feb-21,Instagram,Pemetaan zonasi covid - 19 tingkat RT
27-Feb-21,Instagram,Pendaftaran vaksin
27-Feb-21,Instagram,Pendaftaran vaksin
27-Feb-21,Instagram,Pendaftaran vaksin
27-Feb-21,Instagram,Pendaftaran vaksin
27-Feb-21,Instagram,Pendaftaran vaksin
27-Feb-21,Instagram,Pendaftaran vaksin
27-Feb-21,Instagram,Pendaftaran vaksin
27-Feb-21,Instagram,Pendaftaran vaksin
27-Feb-21,Instagram,Pendaftaran vaksin
27-Feb-21,Instagram,Pendaftaran vaksin
27-Feb-21,Instagram,Pendaftaran vaksin
27-Feb-21,Instagram,Pendaftaran vaksin
27-Feb-21,Instagram,Pendaftaran vaksin
27-Feb-21,Instagram,Pendaftaran vaksin
27-Feb-21,Facebook Grup ICJ,Prosedur pindah penduduk
28-Feb-21,Website,Sewa tanah KAS Desa
28-Feb-21,Website,Gerombolan pemotor mengganggu kenyamanan
28-Feb-21,Website,Gerombolan pemotor mengganggu kenyamanan
28-Feb-21,Website,Gerombolan pemotor mengganggu kenyamanan
28-Feb-21,Website,Gerombolan pemotor mengganggu kenyamanan
28-Feb-21,Website,Bantuan sosial
28-Feb-21,Twitter,Reklame menutupi tugu
28-Feb-21,Instagram,Pendaftaran Vaksin
28-Feb-21,Instagram,Pendaftaran Vaksin
28-Feb-21,Instagram,Pendaftaran Vaksin
28-Feb-21,Instagram,Jalan berlubang
28-Feb-21,Instagram,Pelanggaran prokes
28-Feb-21,Instagram,Pelanggaran prokes PPKM
28-Feb-21,Twitter,Pendaftaran vaksin
1-Mar-21,Twitter,Jam Layanan Vaksinasi
1-Mar-21,Facebook Pemkab Sleman,Jalan Berlubang
1-Mar-21,Instagram,APILL mati
1-Mar-21,Facebook Pemkab Sleman,"siang min, mohon maaf saya hanya ingin mengeluarkan uneg²"
1-Mar-21,Instagram,Pendaftaran Vaksin
1-Mar-21,Lapor Sleman,Antrian di Toko Fashion Story Jakal Km 13
1-Mar-21,Lapor Sleman,Kartu Keluarga Hilang Diperantauan
1-Mar-21,Website,Kontak MGM
1-Mar-21,Instagram,Pendaftaran Vaksin
1-Mar-21,Instagram,Pendaftaran Vaksin lansia
1-Mar-21,Instagram,Tanggal vaksin
1-Mar-21,Instagram,Laporan jadup yang diberikan oleh kalurahan
1-Mar-21,Instagram,Pendaftaran vaksin
1-Mar-21,Twitter,Genangan di jalan nasional
1-Mar-21,Twitter,Jembatan taman kuliner
1-Mar-21,Lapor Sleman,Daftar Masuk Penduduk
1-Mar-21,Lapor Sleman,PINDAH KK
1-Mar-21,Lapor Sleman,Pelayanan Sangat Lambat & Tidak Terstruktur
1-Mar-21,Website,Iuran wajib PGRI
1-Mar-21,Instagram,Pendaftaran Vaksin
1-Mar-21,Twitter,Pendaftaran Vaksin kolektif
1-Mar-21,Instagram,Pendaftaran Vaksin
1-Mar-21,Instagram,Pendaftaran Vaksin
1-Mar-21,Instagram,Pendaftaran Vaksin Lansia
1-Mar-21,Twitter,Pendaftaran Vaksin
1-Mar-21,Twitter,Pendaftaran Vaksin
1-Mar-21,Lapor Sleman,Hubungan Ketenagakerjaan
1-Mar-21,Lapor Sleman,Jalan Berlubang
1-Mar-21,Website,Pendaftaran Vaksin
1-Mar-21,Instagram,Vaksin bagi WNA
1-Mar-21,Instagram,Pendaftaran Vaksin
1-Mar-21,Twitter,Pendaftaran Vaksin lansia
2-Mar-21,Facebook Pemkab Sleman,Info transmigrasi
2-Mar-21,Website,SK tentang Satgas
2-Mar-21,Lapor Sleman,Perbaikan Jembatan
2-Mar-21,Twitter,Mengecek status pendaftaran vaksin
2-Mar-21,Instagram,Pendaftaran Vaksin lansia
2-Mar-21,Instagram,Pendaftaran Vaksin
2-Mar-21,Instagram,Pendaftaran Vaksin
2-Mar-21,Instagram,Pendaftaran Vaksin
2-Mar-21,Twitter,Ruang tunggu RSUD Prambanan
2-Mar-21,Instagram,Pelayanan online Dukcapil
2-Mar-21,Instagram,Pendaftaran vaksin lansia
2-Mar-21,Twitter,Pendaftaran vaksin gagal
2-Mar-21,Lapor Sleman,Nik Saya Tidak Keluar Saat Akan Di Gunakan
2-Mar-21,Lapor Sleman,Penggantian Lampu PJU
2-Mar-21,Website,Bantuan KIS
2-Mar-21,Instagram,Vaksinasi untuk lansia yang mengalami stroke
2-Mar-21,Instagram,Biaya periksa untuk mendapatkan Surat Keterangan Sehat
2-Mar-21,Instagram,Jadwal vaksinasi
2-Mar-21,Lapor.go.id,Hati - hati choyang terapi gratis
2-Mar-21,Lapor Sleman,PJU Di Jembatan Kadisoka Mati
2-Mar-21,Lapor Sleman,Tiang Kabel FO Di Sleman Sekarang Semrawut
2-Mar-21,Website,Pembuatan Akta Kelahiran online
2-Mar-21,Website,Permohonan PKH
2-Mar-21,Website,Pendaftaran Vaksin
2-Mar-21,Instagram,Bangunan di atas irigasi
2-Mar-21,Instagram,Pendaftaran vaksin lansia eror
3-Mar-21,Twitter,Pendaftaran Vaksin
3-Mar-21,Lapor Sleman,Permohonan Penebangan Pohon
3-Mar-21,Lapor Sleman,Baliho Hampir Rubuh
3-Mar-21,Lapor Sleman,Ketidak Jelasan
3-Mar-21,Lapor Sleman,Kabel Pju Putus
3-Mar-21,Twitter,Pendaftaran vaksin
3-Mar-21,Instagram,Pendaftaran vaksin
3-Mar-21,Instagram,Pendaftaran vaksiin lansia eror
3-Mar-21,Instagram,Pendaftaran vaksin lansia
3-Mar-21,Instagram,Pendaftaran untuk nakes yang tertunda
3-Mar-21,Instagram,Pendaftaran vaksin
3-Mar-21,Instagram,Pendaftaran vaksin
3-Mar-21,Instagram,Pendaftaran vaksin lansia
3-Mar-21,Instagram,Jadwal vaksinasi
3-Mar-21,Instagram,Vaksinasi bagi pekerja di luar Sleman dan ber KTP Sleman
3-Mar-21,Instagram,Jam operasional supermarket
4-Mar-21,Instagram,Swab antigen
4-Mar-21,Lapor Sleman,Warung Masa Pandemi Buka 24 Jam
4-Mar-21,Instagram,Pendaftaran vaksin bagi pelaku wisata
4-Mar-21,Instagram,Pendaftaran vaksin bagi atlet
4-Mar-21,Lapor Sleman,Warung Masa Pandemi Buka 24 Jam
4-Mar-21,Website,Informasi kambing etawa
4-Mar-21,Twitter,Pengumpulan dokumen penting
4-Mar-21,Twitter,Pendaftaran vaksin lansia
4-Mar-21,Email,Vaksin untuk dokter
4-Mar-21,Email,Permohonan program student exchange
4-Mar-21,Instagram,Jadwal vaksin
4-Mar-21,Facebook Pemkab Sleman,Bantuan Sosial
4-Mar-21,Instagram,Berita dari masyarakat
4-Mar-21,Instagram,Pendaftaran vaksin
5-Mar-21,Lapor Sleman,Jalan Berlubang Menyebabkan Kecelakaan
5-Mar-21,Lapor Sleman,Lampu Pju Mati
5-Mar-21,Website,Permohonan PIP
5-Mar-21,Twitter,Underpass kentungan gril drainase rusak
5-Mar-21,Twitter,Jadwal vaksin
5-Mar-21,Instagram,Jadwal Pendaftaran vaksin lansia
5-Mar-21,Instagram,Pendaftaran vaksin
5-Mar-21,Instagram,Pendaftaran vaksin lansia
5-Mar-21,Instagram,W GYM melaksanakan denam didalam ruangan
5-Mar-21,Instagram,Jadwal Pendaftaran vaksin lansia
5-Mar-21,Instagram,Pelayanan online dukcapil
5-Mar-21,Instagram,Underpass kentungan gril drainase rusak
6-Mar-21,Lapor Sleman,Jalaan Amblong
6-Mar-21,Lapor Sleman,Pondasi Selatan Embung Tambakboyo Ambrol
6-Mar-21,Lapor Sleman,Lampu PJU Mati
6-Mar-21,Website,Pendaftaran vaksin lansia
6-Mar-21,Twitter,Pembakaran sampah
6-Mar-21,Twitter,Pendaftaran vaksin
6-Mar-21,Instagram,Sekolah tatap muka
6-Mar-21,Instagram,Pendaftaran vaksin untuk pedagang
6-Mar-21,Instagram,Kebijakan ronda
6-Mar-21,Instagram,Vaksin untuk pekerja publik
6-Mar-21,Instagram,Vaksin untuk nakes
6-Mar-21,Instagram,Vaksin untuk pekerja publik
